DSC,simulate,analyze,score,score.metric
99,bigstep,HPR,beta1_cover,1
100,bigstep,HPR,beta1_cover,1
1,bigstep,HPR,beta2_cover,1
2,bigstep,HPR,beta2_cover,1
3,bigstep,HPR,beta2_cover,1
4,bigstep,HPR,beta2_cover,1
5,bigstep,HPR,beta2_cover,1
6,bigstep,HPR,beta2_cover,1
7,bigstep,HPR,beta2_cover,1
8,bigstep,HPR,beta2_cover,1
9,bigstep,HPR,beta2_cover,1
10,bigstep,HPR,beta2_cover,1
11,bigstep,HPR,beta2_cover,1
12,bigstep,HPR,beta2_cover,1
13,bigstep,HPR,beta2_cover,1
14,bigstep,HPR,beta2_cover,1
15,bigstep,HPR,beta2_cover,1
16,bigstep,HPR,beta2_cover,1
17,bigstep,HPR,beta2_cover,0
18,bigstep,HPR,beta2_cover,0
19,bigstep,HPR,beta2_cover,1
20,bigstep,HPR,beta2_cover,1
21,bigstep,HPR,beta2_cover,1
22,bigstep,HPR,beta2_cover,1
23,bigstep,HPR,beta2_cover,1
24,bigstep,HPR,beta2_cover,1
25,bigstep,HPR,beta2_cover,1
26,bigstep,HPR,beta2_cover,1
27,bigstep,HPR,beta2_cover,1
28,bigstep,HPR,beta2_cover,1
29,bigstep,HPR,beta2_cover,1
30,bigstep,HPR,beta2_cover,1
31,bigstep,HPR,beta2_cover,1
32,bigstep,HPR,beta2_cover,1
33,bigstep,HPR,beta2_cover,1
34,bigstep,HPR,beta2_cover,1
35,bigstep,HPR,beta2_cover,1
36,bigstep,HPR,beta2_cover,1
37,bigstep,HPR,beta2_cover,1
38,bigstep,HPR,beta2_cover,1
39,bigstep,HPR,beta2_cover,1
40,bigstep,HPR,beta2_cover,1
41,bigstep,HPR,beta2_cover,1
42,bigstep,HPR,beta2_cover,1
43,bigstep,HPR,beta2_cover,1
44,bigstep,HPR,beta2_cover,1
45,bigstep,HPR,beta2_cover,1
46,bigstep,HPR,beta2_cover,1
47,bigstep,HPR,beta2_cover,1
48,bigstep,HPR,beta2_cover,1
49,bigstep,HPR,beta2_cover,1
50,bigstep,HPR,beta2_cover,1
51,bigstep,HPR,beta2_cover,1
52,bigstep,HPR,beta2_cover,1
53,bigstep,HPR,beta2_cover,1
54,bigstep,HPR,beta2_cover,1
55,bigstep,HPR,beta2_cover,1
56,bigstep,HPR,beta2_cover,1
57,bigstep,HPR,beta2_cover,1
